run_time	run_time_hkt	row	row_status	url	final_url	http_status	method	elapsed_seconds	bytes	title	extracted_fields	missing_fields	content_hash	source_policy	source_type	jurisdiction	tos_status	robots_status	robots_allowed	skip_reason	error
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://stockanalysis.com/quote/hkg/6823/revenue/	https://stockanalysis.com/quote/hkg/6823/revenue/	200	httpx	0.656	88042	HKT Trust and HKT (HKG:6823) Revenue	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		779be89e3c01a52cc9b061894ef71b00e151fa2b811adfda622dbde43129b0cb	allow	commercial_data	US	approved	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://stockanalysis.com/quote/hkg/6823/financials/	https://stockanalysis.com/quote/hkg/6823/financials/	200	httpx	0.669	140124	HKT Trust and HKT (HKG:6823) Financials & Income Statement	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		e238ab4e13ebcd7010e33eb9224abc9b1b5b5f4593205b7a65709db8d41a81ea	allow	commercial_data	US	approved	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://www.hkt.com/en/about-hkt/investor-relations/fast-facts/	https://www.hkt.com/en/about-hkt/investor-relations/fast-facts/	200	httpx	0.693	69769	HKT	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		66f50bd66d10629d069da351f6c9661c51a72f8c4487d7a7fa7a2c56613a51a9	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://www.hkt.com/en/about-hkt/investor-relations/financial-results/	https://www.hkt.com/en/about-hkt/investor-relations/financial-results/	200	httpx	0.711	138154	HKT	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		26adb70e6015c2ae0cd05a65c151c91d3fced63b7527a082e2fdbec4e5470884	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://www.hkcsl.com/en/csl-local-prepaid-sim-card	https://www.hkcsl.com/en/csl-local-prepaid-sim-card	200	httpx	0.944	199469	Local Prepaid SIM Card in Hong Kong | csl	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		19b6f26ca1ea40f8b588c042cd409464c9f3eaa816ed415c31128c1656f2484b	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://financialreports.eu/filings/hkt-management-limited-and-hkt-limited/annual-report/2025/32579946/	https://financialreports.eu/filings/hkt-management-limited-and-hkt-limited/annual-report/2025/32579946/	200	httpx	0.652	780366	HKT Management Limited and HKT Limited - Annual Report 2024 | FinancialReports.eu	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		18b1c95b34e9637183b46e3e8b8b5c620edd6f8b776fb208dbeee496854e3c9a	allow	commercial_data	EU	approved	checked	True		
2026-06-09T08:36:43.120661+00:00	2026-06-09T16:36:43.120870+08:00	2	ok	https://www.1010.com.hk/	https://www.1010.com.hk/	200	httpx	0.855	160058	1O1O HK | Best 5G | #1 Strongest 5G Plan	运营收入/总收益,服务收入,EBITDA,净利润,客户数/用户数,5G用户数,ARPU,资本开支,派息,战略升级,券商观点,市场反应,宽频线数/家宽用户数		b668caeb51e731c7a2806e56ad199b7c527104b8294c1b68e2e157d73743ee19	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:37:27.021693+00:00	2026-06-09T16:37:27.021727+08:00	3	ok	https://www.hkcsl-5g.com/en/5g-tariff-plan/	https://www.hkcsl-5g.com/en/5g-tariff-plan/	200	httpx	0.649	62795	csl 5G	5G套餐,产品规格,合约期,资费,增值服务,家宽套餐,企业专线,漫游,促销折扣		52ee1385a6da707c6998cc37f5823556c9c5960bcae14beef8d9b7c0c83bf7ce	allow	company_official	HK	requires_periodic_review	not_found_allow	True		
2026-06-09T08:37:27.021693+00:00	2026-06-09T16:37:27.021727+08:00	3	ok	https://www.1010.com.hk/	https://www.1010.com.hk/	200	httpx	0.691	160058	1O1O HK | Best 5G | #1 Strongest 5G Plan	5G套餐,产品规格,合约期,资费,增值服务,家宽套餐,企业专线,漫游,促销折扣		b668caeb51e731c7a2806e56ad199b7c527104b8294c1b68e2e157d73743ee19	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:37:27.021693+00:00	2026-06-09T16:37:27.021727+08:00	3	ok	https://www.hkcsl.com/en/csl-local-prepaid-sim-card	https://www.hkcsl.com/en/csl-local-prepaid-sim-card	200	httpx	0.818	199469	Local Prepaid SIM Card in Hong Kong | csl	5G套餐,产品规格,合约期,资费,增值服务,家宽套餐,企业专线,漫游,促销折扣		19b6f26ca1ea40f8b588c042cd409464c9f3eaa816ed415c31128c1656f2484b	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:37:27.021693+00:00	2026-06-09T16:37:27.021727+08:00	3	ok	https://www.netvigator.com/chi/index.html	https://www.netvigator.com/chi/index.html	200	curl_crawler_ua_meta_refresh	2.082	63998	網上行 | 網上行家居寬頻	5G套餐,产品规格,合约期,资费,增值服务,家宽套餐,企业专线,漫游,促销折扣		fcdcd9b7802ecbe8ba63e973daa2d74bf3d8387f4c545478cdd5bf38c800b2b6	allow	company_official	HK	requires_periodic_review	checked	True		
2026-06-09T08:37:27.021693+00:00	2026-06-09T16:37:27.021727+08:00	3	ok	https://www.hkt-enterprise.com/en/news-events/news/hkt-launches-ai-superhighway-solution	https://www.hkt-enterprise.com/en/news-events/news/hkt-launches-ai-superhighway-solution	0	curl_chrome_ua	36.035	0		5G套餐,产品规格,合约期,资费,增值服务,家宽套餐,企业专线,漫游,促销折扣		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	allow	company_official	HK	requires_periodic_review	robots_error	True		
